"Senator","Congress","Party"
"REED (D MO)",66,"D"
"SPENCER (R MO)",66,"R"
"WALSH (D MT)",66,"D"
"MYERS (D MT)",66,"D"
"NORRIS (R NE)",66,"R"
"HITCHCOCK (D NE)",66,"D"
"PITTMAN (D NV)",66,"D"
"HENDERSON (D NV)",66,"D"
"MOSES (R NH)",66,"R"
"KEYES (R NH)",66,"R"
"EDGE (R NJ)",66,"R"
"FRELINGHUYS (R NJ)",66,"R"
"JONES (D NM)",66,"D"
"FALL (R NM)",66,"R"
"WADSWORTH (R NY)",66,"R"
"CALDER (R NY)",66,"R"
"OVERMAN (D NC)",66,"D"
"SIMMONS (D NC)",66,"D"
"MCCUMBER (R ND)",66,"R"
"GRONNA (R ND)",66,"R"
"POMERENE (D OH)",66,"D"
"HARDING (R OH)",66,"R"
"WILLIS (R OH)",66,"R"
"OWEN (D OK)",66,"D"
"GORE (D OK)",66,"D"
"MCNARY (R OR)",66,"R"
"CHAMBERLAIN (D OR)",66,"D"
"KNOX (R PA)",66,"R"
"PENROSE (R PA)",66,"R"
"COLT (R RI)",66,"R"
"GERRY (D RI)",66,"D"
"SMITH (D SC)",66,"D"
"DIAL (D SC)",66,"D"
"JOHNSON (D SD)",66,"D"
"STERLING (R SD)",66,"R"
"SHIELDS (D TN)",66,"D"
"MCKELLAR (D TN)",66,"D"
"CULBERSON (D TX)",66,"D"
"SHEPPARD (D TX)",66,"D"
"KING (D UT)",66,"D"
"SMOOT (R UT)",66,"R"
"DILLINGHAM (R VT)",66,"R"
"PAGE (R VT)",66,"R"
"SWANSON (D VA)",66,"D"
"MARTIN (D VA)",66,"D"
"GLASS (D VA)",66,"D"
"POINDEXTER (R WA)",66,"R"
"JONES (R WA)",66,"R"
"SUTHERLAND (R WV)",66,"R"
"ELKINS (R WV)",66,"R"
"LENROOT (R WI)",66,"R"
"LAFOLLETTE (R WI)",66,"R"
"WARREN (R WY)",66,"R"
"KENDRICK (D WY)",66,"D"
"HEFLIN (D AL)",67,"D"
"UNDERWOOD (D AL)",67,"D"
"CAMERON (R AZ)",67,"R"
"ASHURST (D AZ)",67,"D"
"CARAWAY (D AR)",67,"D"
"ROBINSON (D AR)",67,"D"
"SHORTRIDGE (R CA)",67,"R"
"JOHNSON (R CA)",67,"R"
"PHIPPS (R CO)",67,"R"
"NICHOLSON (R CO)",67,"R"
"BRANDEGEE (R CT)",67,"R"
"MCLEAN (R CT)",67,"R"
"BALL (R DE)",67,"R"
"WOLCOTT (D DE)",67,"D"
"DUPONT (R DE)",67,"R"
"BAYARD (D DE)",67,"D"
"TRAMMELL (D FL)",67,"D"
"FLETCHER (D FL)",67,"D"
"HARRIS (D GA)",67,"D"
"WATSON (D GA)",67,"D"
"FELTON (D GA)",67,"D"
"GEORGE (D GA)",67,"D"
"BORAH (R ID)",67,"R"
"GOODING (R ID)",67,"R"
"MCKINLEY (R IL)",67,"R"
"MCCORMICK (R IL)",67,"R"
"WATSON (R IN)",67,"R"
"NEW (R IN)",67,"R"
"CUMMINS (R IA)",67,"R"
"KENYON (R IA)",67,"R"
"RAWSON (R IA)",67,"R"
"BROOKHART (R IA)",67,"R"
"CURTIS (R KS)",67,"R"
"CAPPER (R KS)",67,"R"
"STANLEY (D KY)",67,"D"
"ERNST (R KY)",67,"R"
"RANSDELL (D LA)",67,"D"
"BROUSSARD (D LA)",67,"D"
"FERNALD (R ME)",67,"R"
"HALE (R ME)",67,"R"
"FRANCE (R MD)",67,"R"
"WELLER (R MD)",67,"R"
"WALSH (D MA)",67,"D"
"LODGE (R MA)",67,"R"
"TOWNSEND (R MI)",67,"R"
"NEWBERRY (R MI)",67,"R"
"COUZENS (R MI)",67,"R"
"NELSON (R MN)",67,"R"
"KELLOGG (R MN)",67,"R"
"HARRISON (D MS)",67,"D"
"WILLIAMS (D MS)",67,"D"
"REED (D MO)",67,"D"
"SPENCER (R MO)",67,"R"
"WALSH (D MT)",67,"D"
"MYERS (D MT)",67,"D"
"NORRIS (R NE)",67,"R"
"HITCHCOCK (D NE)",67,"D"
"PITTMAN (D NV)",67,"D"
"ODDIE (R NV)",67,"R"
"MOSES (R NH)",67,"R"
"KEYES (R NH)",67,"R"
"FRELINGHUYS (R NJ)",67,"R"
"EDGE (R NJ)",67,"R"
"JONES (D NM)",67,"D"
"FALL (R NM)",67,"R"
"BURSUM (R NM)",67,"R"
"CALDER (R NY)",67,"R"
"WADSWORTH (R NY)",67,"R"
"SIMMONS (D NC)",67,"D"
"OVERMAN (D NC)",67,"D"
"MCCUMBER (R ND)",67,"R"
"LADD (R ND)",67,"R"
"POMERENE (D OH)",67,"D"
"WILLIS (R OH)",67,"R"
"HARRELD (R OK)",67,"R"
"OWEN (D OK)",67,"D"
"STANFIELD (R OR)",67,"R"
"MCNARY (R OR)",67,"R"
"KNOX (R PA)",67,"R"
"PENROSE (R PA)",67,"R"
"CROW (R PA)",67,"R"
"REED (R PA)",67,"R"
"PEPPER (R PA)",67,"R"
"COLT (R RI)",67,"R"
"GERRY (D RI)",67,"D"
"SMITH (D SC)",67,"D"
"DIAL (D SC)",67,"D"
"NORBECK (R SD)",67,"R"
"STERLING (R SD)",67,"R"
"MCKELLAR (D TN)",67,"D"
"SHIELDS (D TN)",67,"D"
"CULBERSON (D TX)",67,"D"
"SHEPPARD (D TX)",67,"D"
"SMOOT (R UT)",67,"R"
"KING (D UT)",67,"D"
"DILLINGHAM (R VT)",67,"R"
"PAGE (R VT)",67,"R"
"GLASS (D VA)",67,"D"
"SWANSON (D VA)",67,"D"
"POINDEXTER (R WA)",67,"R"
"JONES (R WA)",67,"R"
"ELKINS (R WV)",67,"R"
"SUTHERLAND (R WV)",67,"R"
"LAFOLLETTE (R WI)",67,"R"
"LENROOT (R WI)",67,"R"
"WARREN (R WY)",67,"R"
"KENDRICK (D WY)",67,"D"
"HEFLIN (D AL)",68,"D"
"UNDERWOOD (D AL)",68,"D"
"CAMERON (R AZ)",68,"R"
"ASHURST (D AZ)",68,"D"
"ROBINSON (D AR)",68,"D"
"CARAWAY (D AR)",68,"D"
"SHORTRIDGE (R CA)",68,"R"
"JOHNSON (R CA)",68,"R"
"PHIPPS (R CO)",68,"R"
"NICHOLSON (R CO)",68,"R"
"ADAMS (D CO)",68,"D"
"MEANS (R CO)",68,"R"
"MCLEAN (R CT)",68,"R"
"BRANDEGEE (R CT)",68,"R"
"BINGHAM (R CT)",68,"R"
"BALL (R DE)",68,"R"
"BAYARD (D DE)",68,"D"
"FLETCHER (D FL)",68,"D"
"TRAMMELL (D FL)",68,"D"
"GEORGE (D GA)",68,"D"
"HARRIS (D GA)",68,"D"
"GOODING (R ID)",68,"R"
"BORAH (R ID)",68,"R"
"MCKINLEY (R IL)",68,"R"
"MCCORMICK (R IL)",68,"R"
"DENEEN (R IL)",68,"R"
"WATSON (R IN)",68,"R"
"RALSTON (D IN)",68,"D"
"CUMMINS (R IA)",68,"R"
"BROOKHART (R IA)",68,"R"
"CURTIS (R KS)",68,"R"
"CAPPER (R KS)",68,"R"
"ERNST (R KY)",68,"R"
"STANLEY (D KY)",68,"D"
"RANSDELL (D LA)",68,"D"
"BROUSSARD (D LA)",68,"D"
"FERNALD (R ME)",68,"R"
"HALE (R ME)",68,"R"
"BRUCE (D MD)",68,"D"
"WELLER (R MD)",68,"R"
"WALSH (D MA)",68,"D"
"LODGE (R MA)",68,"R"
"BUTLER (R MA)",68,"R"
"COUZENS (R MI)",68,"R"
"FERRIS (D MI)",68,"D"
"SHIPSTEAD (Farmer-Labor MN)",68,"Farmer"
"NELSON (R MN)",68,"R"
"JOHNSON (Farmer-Labor MN)",68,"Farmer"
"STEPHENS (D MS)",68,"D"
"HARRISON (D MS)",68,"D"
"REED (D MO)",68,"D"
"SPENCER (R MO)",68,"R"
"WHEELER (D MT)",68,"D"
"WALSH (D MT)",68,"D"
"HOWELL (R NE)",68,"R"
"NORRIS (R NE)",68,"R"
"ODDIE (R NV)",68,"R"
"PITTMAN (D NV)",68,"D"
"MOSES (R NH)",68,"R"
"KEYES (R NH)",68,"R"
"EDGE (R NJ)",68,"R"
"EDWARDS (D NJ)",68,"D"
"BURSUM (R NM)",68,"R"
"JONES (D NM)",68,"D"
"COPELAND (D NY)",68,"D"
"WADSWORTH (R NY)",68,"R"
"SIMMONS (D NC)",68,"D"
"OVERMAN (D NC)",68,"D"
"FRAZIER (R ND)",68,"R"
"LADD (R ND)",68,"R"
"FESS (R OH)",68,"R"
"WILLIS (R OH)",68,"R"
"OWEN (D OK)",68,"D"
"HARRELD (R OK)",68,"R"
"MCNARY (R OR)",68,"R"
"STANFIELD (R OR)",68,"R"
"REED (R PA)",68,"R"
"PEPPER (R PA)",68,"R"
"GERRY (D RI)",68,"D"
"COLT (R RI)",68,"R"
"METCALF (R RI)",68,"R"
"DIAL (D SC)",68,"D"
"SMITH (D SC)",68,"D"
"NORBECK (R SD)",68,"R"
"STERLING (R SD)",68,"R"
"MCKELLAR (D TN)",68,"D"
"SHIELDS (D TN)",68,"D"
"SHEPPARD (D TX)",68,"D"
"MAYFIELD (D TX)",68,"D"
"KING (D UT)",68,"D"
"SMOOT (R UT)",68,"R"
"GREENE (R VT)",68,"R"
"DILLINGHAM (R VT)",68,"R"
"DALE (R VT)",68,"R"
"SWANSON (D VA)",68,"D"
"GLASS (D VA)",68,"D"
"DILL (D WA)",68,"D"
"JONES (R WA)",68,"R"
"NEELY (D WV)",68,"D"
"ELKINS (R WV)",68,"R"
"LENROOT (R WI)",68,"R"
"LAFOLLETTE (R WI)",68,"R"
"WARREN (R WY)",68,"R"
"KENDRICK (D WY)",68,"D"
"UNDERWOOD (D AL)",69,"D"
"HEFLIN (D AL)",69,"D"
"ASHURST (D AZ)",69,"D"
"CAMERON (R AZ)",69,"R"
"ROBINSON (D AR)",69,"D"
"CARAWAY (D AR)",69,"D"
"JOHNSON (R CA)",69,"R"
"SHORTRIDGE (R CA)",69,"R"
"MEANS (R CO)",69,"R"
"PHIPPS (R CO)",69,"R"
"MCLEAN (R CT)",69,"R"
"BINGHAM (R CT)",69,"R"
"BAYARD (D DE)",69,"D"
"DUPONT (R DE)",69,"R"
"TRAMMELL (D FL)",69,"D"
"FLETCHER (D FL)",69,"D"
"HARRIS (D GA)",69,"D"
"GEORGE (D GA)",69,"D"
"GOODING (R ID)",69,"R"
"BORAH (R ID)",69,"R"
"MCKINLEY (R IL)",69,"R"
"DENEEN (R IL)",69,"R"
"WATSON (R IN)",69,"R"
"RALSTON (D IN)",69,"D"
"ROBINSON (R IN)",69,"R"
"BROOKHART (R IA)",69,"R"
"CUMMINS (R IA)",69,"R"
"STECK (D IA)",69,"D"
"STEWART (R IA)",69,"R"
"CAPPER (R KS)",69,"R"
"CURTIS (R KS)",69,"R"
"SACKETT (R KY)",69,"R"
"ERNST (R KY)",69,"R"
"RANSDELL (D LA)",69,"D"
"BROUSSARD (D LA)",69,"D"
"HALE (R ME)",69,"R"
"FERNALD (R ME)",69,"R"
"GOULD (R ME)",69,"R"
"WELLER (R MD)",69,"R"
"BRUCE (D MD)",69,"D"
"GILLETT (R MA)",69,"R"
"BUTLER (R MA)",69,"R"
"WALSH (D MA)",69,"D"
"FERRIS (D MI)",69,"D"
"COUZENS (R MI)",69,"R"
"SCHALL (R MN)",69,"R"
"SHIPSTEAD (Farmer-Labor MN)",69,"Farmer"
"STEPHENS (D MS)",69,"D"
"HARRISON (D MS)",69,"D"
"REED (D MO)",69,"D"
"SPENCER (R MO)",69,"R"
"WILLIAMS (R MO)",69,"R"
"HAWES (D MO)",69,"D"
"WHEELER (D MT)",69,"D"
"WALSH (D MT)",69,"D"
"NORRIS (R NE)",69,"R"
"HOWELL (R NE)",69,"R"
"PITTMAN (D NV)",69,"D"
"ODDIE (R NV)",69,"R"
"KEYES (R NH)",69,"R"
"MOSES (R NH)",69,"R"
"EDGE (R NJ)",69,"R"
"EDWARDS (D NJ)",69,"D"
"BRATTON (D NM)",69,"D"
"JONES (D NM)",69,"D"
"WADSWORTH (R NY)",69,"R"
"COPELAND (D NY)",69,"D"
"OVERMAN (D NC)",69,"D"
"SIMMONS (D NC)",69,"D"
"FRAZIER (R ND)",69,"R"
"LADD (R ND)",69,"R"
"NYE (R ND)",69,"R"
"WILLIS (R OH)",69,"R"
"FESS (R OH)",69,"R"
"PINE (R OK)",69,"R"
"HARRELD (R OK)",69,"R"
"STANFIELD (R OR)",69,"R"
"MCNARY (R OR)",69,"R"
"PEPPER (R PA)",69,"R"
"REED (R PA)",69,"R"
"METCALF (R RI)",69,"R"
"GERRY (D RI)",69,"D"
"BLEASE (D SC)",69,"D"
"SMITH (D SC)",69,"D"
"MCMASTER (R SD)",69,"R"
"NORBECK (R SD)",69,"R"
"TYSON (D TN)",69,"D"
"MCKELLAR (D TN)",69,"D"
"MAYFIELD (D TX)",69,"D"
"SHEPPARD (D TX)",69,"D"
"SMOOT (R UT)",69,"R"
"KING (D UT)",69,"D"
"GREENE (R VT)",69,"R"
"DALE (R VT)",69,"R"
"GLASS (D VA)",69,"D"
"SWANSON (D VA)",69,"D"
"DILL (D WA)",69,"D"
"JONES (R WA)",69,"R"
"NEELY (D WV)",69,"D"
"GOFF (R WV)",69,"R"
"LENROOT (R WI)",69,"R"
"LAFOLLETTE (R WI)",69,"R"
"LAFOLLETTE (R WI) 5402",69,"R"
"WARREN (R WY)",69,"R"
"KENDRICK (D WY)",69,"D"
"BLACK (D AL)",70,"D"
"HEFLIN (D AL)",70,"D"
"ASHURST (D AZ)",70,"D"
"HAYDEN (D AZ)",70,"D"
"ROBINSON (D AR)",70,"D"
"CARAWAY (D AR)",70,"D"
"JOHNSON (R CA)",70,"R"
"SHORTRIDGE (R CA)",70,"R"
"PHIPPS (R CO)",70,"R"
"WATERMAN (R CO)",70,"R"
"MCLEAN (R CT)",70,"R"
"BINGHAM (R CT)",70,"R"
"BAYARD (D DE)",70,"D"
"DUPONT (R DE)",70,"R"
"HASTINGS (R DE)",70,"R"
"TRAMMELL (D FL)",70,"D"
"FLETCHER (D FL)",70,"D"
"GEORGE (D GA)",70,"D"
"HARRIS (D GA)",70,"D"
"BORAH (R ID)",70,"R"
"GOODING (R ID)",70,"R"
"THOMAS (R ID)",70,"R"
"DENEEN (R IL)",70,"R"
"GLENN (R IL)",70,"R"
"SMITH (R IL)",70,"R"
"ROBINSON (R IN)",70,"R"
"WATSON (R IN)",70,"R"
"BROOKHART (R IA)",70,"R"
"STECK (D IA)",70,"D"
"CAPPER (R KS)",70,"R"
"CURTIS (R KS)",70,"R"
"BARKLEY (D KY)",70,"D"
"SACKETT (R KY)",70,"R"
"RANSDELL (D LA)",70,"D"
"BROUSSARD (D LA)",70,"D"
"HALE (R ME)",70,"R"
"GOULD (R ME)",70,"R"
"BRUCE (D MD)",70,"D"
"TYDINGS (D MD)",70,"D"
"GILLETT (R MA)",70,"R"
"WALSH (D MA)",70,"D"
"COUZENS (R MI)",70,"R"
"FERRIS (D MI)",70,"D"
"VANDENBERG (R MI)",70,"R"
"SCHALL (R MN)",70,"R"
"SHIPSTEAD (Farmer-Labor MN)",70,"Farmer"
"HARRISON (D MS)",70,"D"
"STEPHENS (D MS)",70,"D"
"HAWES (D MO)",70,"D"
"REED (D MO)",70,"D"
"WHEELER (D MT)",70,"D"
"WALSH (D MT)",70,"D"
"HOWELL (R NE)",70,"R"
"NORRIS (R NE)",70,"R"
"PITTMAN (D NV)",70,"D"
"ODDIE (R NV)",70,"R"
"KEYES (R NH)",70,"R"
"MOSES (R NH)",70,"R"
"EDGE (R NJ)",70,"R"
"EDWARDS (D NJ)",70,"D"
"BRATTON (D NM)",70,"D"
"JONES (D NM)",70,"D"
"CUTTING (R NM)",70,"R"
"LARRAZOLO (R NM)",70,"R"
"COPELAND (D NY)",70,"D"
"WAGNER (D NY)",70,"D"
"SIMMONS (D NC)",70,"D"
"OVERMAN (D NC)",70,"D"
"FRAZIER (R ND)",70,"R"
"NYE (R ND)",70,"R"
"FESS (R OH)",70,"R"
"WILLIS (R OH)",70,"R"
"LOCHER (D OH)",70,"D"
"BURTON (R OH)",70,"R"
"PINE (R OK)",70,"R"
"THOMAS (D OK)",70,"D"
"STEIWER (R OR)",70,"R"
"MCNARY (R OR)",70,"R"
"REED (R PA)",70,"R"
"METCALF (R RI)",70,"R"
"GERRY (D RI)",70,"D"
"BLEASE (D SC)",70,"D"
"SMITH (D SC)",70,"D"
"MCMASTER (R SD)",70,"R"
"NORBECK (R SD)",70,"R"
"MCKELLAR (D TN)",70,"D"
"TYSON (D TN)",70,"D"
"SHEPPARD (D TX)",70,"D"
"MAYFIELD (D TX)",70,"D"
"SMOOT (R UT)",70,"R"
"KING (D UT)",70,"D"
"DALE (R VT)",70,"R"
"GREENE (R VT)",70,"R"
"SWANSON (D VA)",70,"D"
"GLASS (D VA)",70,"D"
"DILL (D WA)",70,"D"
"JONES (R WA)",70,"R"
"GOFF (R WV)",70,"R"
"NEELY (D WV)",70,"D"
"BLAINE (R WI)",70,"R"
"LAFOLLETTE (R WI)",70,"R"
"WARREN (R WY)",70,"R"
"KENDRICK (D WY)",70,"D"
"BLACK (D AL)",71,"D"
"HEFLIN (D AL)",71,"D"
"ASHURST (D AZ)",71,"D"
"HAYDEN (D AZ)",71,"D"
"ROBINSON (D AR)",71,"D"
"CARAWAY (D AR)",71,"D"
"JOHNSON (R CA)",71,"R"
"SHORTRIDGE (R CA)",71,"R"
"WATERMAN (R CO)",71,"R"
"PHIPPS (R CO)",71,"R"
"WALCOTT (R CT)",71,"R"
"BINGHAM (R CT)",71,"R"
"TOWNSEND (R DE)",71,"R"
"HASTINGS (R DE)",71,"R"
"FLETCHER (D FL)",71,"D"
"TRAMMELL (D FL)",71,"D"
"GEORGE (D GA)",71,"D"
"HARRIS (D GA)",71,"D"
"THOMAS (R ID)",71,"R"
"BORAH (R ID)",71,"R"
"DENEEN (R IL)",71,"R"
"GLENN (R IL)",71,"R"
"ROBINSON (R IN)",71,"R"
"WATSON (R IN)",71,"R"
"STECK (D IA)",71,"D"
"BROOKHART (R IA)",71,"R"
"CAPPER (R KS)",71,"R"
"ALLEN (R KS)",71,"R"
"MCGILL (D KS)",71,"D"
"BARKLEY (D KY)",71,"D"
"SACKETT (R KY)",71,"R"
"ROBSION (R KY)",71,"R"
"WILLIAMSON (D KY)",71,"D"
"BROUSSARD (D LA)",71,"D"
"RANSDELL (D LA)",71,"D"
"GOULD (R ME)",71,"R"
"HALE (R ME)",71,"R"
"TYDINGS (D MD)",71,"D"
"GOLDSBOROUG (R MD)",71,"R"
"WALSH (D MA)",71,"D"
"GILLETT (R MA)",71,"R"
"COUZENS (R MI)",71,"R"
"VANDENBERG (R MI)",71,"R"
"SCHALL (R MN)",71,"R"
"SHIPSTEAD (Farmer-Labor MN)",71,"Farmer"
"HARRISON (D MS)",71,"D"
"STEPHENS (D MS)",71,"D"
"PATTERSON (R MO)",71,"R"
"HAWES (D MO)",71,"D"
"WALSH (D MT)",71,"D"
"WHEELER (D MT)",71,"D"
"HOWELL (R NE)",71,"R"
"NORRIS (R NE)",71,"R"
"ODDIE (R NV)",71,"R"
"PITTMAN (D NV)",71,"D"
"KEYES (R NH)",71,"R"
"MOSES (R NH)",71,"R"
"KEAN (R NJ)",71,"R"
"EDGE (R NJ)",71,"R"
"BAIRD (R NJ)",71,"R"
"MORROW (R NJ)",71,"R"
"CUTTING (R NM)",71,"R"
"BRATTON (D NM)",71,"D"
"COPELAND (D NY)",71,"D"
"WAGNER (D NY)",71,"D"
"SIMMONS (D NC)",71,"D"
"OVERMAN (D NC)",71,"D"
"MORRISON (D NC)",71,"D"
"NYE (R ND)",71,"R"
"FRAZIER (R ND)",71,"R"
"FESS (R OH)",71,"R"
"BURTON (R OH)",71,"R"
"MCCULLOCH (R OH)",71,"R"
"BULKLEY (D OH)",71,"D"
"PINE (R OK)",71,"R"
"THOMAS (D OK)",71,"D"
"MCNARY (R OR)",71,"R"
"STEIWER (R OR)",71,"R"
"REED (R PA)",71,"R"
"GRUNDY (R PA)",71,"R"
"DAVIS (R PA)",71,"R"
"HEBERT (R RI)",71,"R"
"METCALF (R RI)",71,"R"
"SMITH (D SC)",71,"D"
"BLEASE (D SC)",71,"D"
"NORBECK (R SD)",71,"R"
"MCMASTER (R SD)",71,"R"
"MCKELLAR (D TN)",71,"D"
"TYSON (D TN)",71,"D"
"BROCK (D TN)",71,"D"
"CONNALLY (D TX)",71,"D"
"SHEPPARD (D TX)",71,"D"
"SMOOT (R UT)",71,"R"
"KING (D UT)",71,"D"
"DALE (R VT)",71,"R"
"GREENE (R VT)",71,"R"
"PARTRIDGE (R VT)",71,"R"
"SWANSON (D VA)",71,"D"
"GLASS (D VA)",71,"D"
"DILL (D WA)",71,"D"
"JONES (R WA)",71,"R"
"HATFIELD (R WV)",71,"R"
"GOFF (R WV)",71,"R"
"BLAINE (R WI)",71,"R"
"LAFOLLETTE (R WI)",71,"R"
"KENDRICK (D WY)",71,"D"
"WARREN (R WY)",71,"R"
"SULLIVAN (R WY)",71,"R"
"CAREY (R WY)",71,"R"
"BANKHEAD (D AL)",72,"D"
"BLACK (D AL)",72,"D"
"ASHURST (D AZ)",72,"D"
"HAYDEN (D AZ)",72,"D"
"ROBINSON (D AR)",72,"D"
"CARAWAY (D AR)",72,"D"
"CARAWAY (D AR) 1497",72,"D"
"JOHNSON (R CA)",72,"R"
"SHORTRIDGE (R CA)",72,"R"
"COSTIGAN (D CO)",72,"D"
"WATERMAN (R CO)",72,"R"
"WALKER (D CO)",72,"D"
"SCHUYLER (R CO)",72,"R"
"BINGHAM (R CT)",72,"R"
"WALCOTT (R CT)",72,"R"
"TOWNSEND (R DE)",72,"R"
"HASTINGS (R DE)",72,"R"
"FLETCHER (D FL)",72,"D"
"TRAMMELL (D FL)",72,"D"
"GEORGE (D GA)",72,"D"
"HARRIS (D GA)",72,"D"
"COHEN (D GA)",72,"D"
"RUSSELL (D GA)",72,"D"
"BORAH (R ID)",72,"R"
"THOMAS (R ID)",72,"R"
"GLENN (R IL)",72,"R"
"LEWIS (D IL)",72,"D"
"WATSON (R IN)",72,"R"
"ROBBINSON (R IN)",72,"R"
"DICKINSON (R IA)",72,"R"
"BROOKHART (R IA)",72,"R"
"MCGILL (D KS)",72,"D"
"CAPPER (R KS)",72,"R"
"LOGAN (D KY)",72,"D"
"BARKLEY (D KY)",72,"D"
"LONG (D LA)",72,"D"
"BROUSSARD (D LA)",72,"D"
"WHITE (R ME)",72,"R"
"HALE (R ME)",72,"R"
"GOLDSBOROUG (R MD)",72,"R"
"TYDINGS (D MD)",72,"D"
"COOLIDGE (D MA)",72,"D"
"WALSH (D MA)",72,"D"
"COUZENS (R MI)",72,"R"
"VANDENBERG (R MI)",72,"R"
"SHIPSTEAD (Farmer-Labor MN)",72,"Farmer"
"SCHALL (R MN)",72,"R"
"HARRISON (D MS)",72,"D"
"STEPHENS (D MS)",72,"D"
"PATTERSON (R MO)",72,"R"
"HAWES (D MO)",72,"D"
"CLARK (D MO)",72,"D"
"WHEELER (D MT)",72,"D"
"WALSH (D MT)",72,"D"
"HOWELL (R NE)",72,"R"
"NORRIS (R NE)",72,"R"
"ODDIE (R NV)",72,"R"
"PITTMAN (D NV)",72,"D"
"KEYES (R NH)",72,"R"
"MOSES (R NH)",72,"R"
"KEAN (R NJ)",72,"R"
"MORROW (R NJ)",72,"R"
"BARBOUR (R NJ)",72,"R"
"CUTTING (R NM)",72,"R"
"BRATTON (D NM)",72,"D"
"WAGNER (D NY)",72,"D"
"COPELAND (D NY)",72,"D"
"BAILEY (D NC)",72,"D"
"MORRISON (D NC)",72,"D"
"REYNOLDS (D NC)",72,"D"
"NYE (R ND)",72,"R"
"FRAZIER (R ND)",72,"R"
"FESS (R OH)",72,"R"
"BULKLEY (D OH)",72,"D"
"GORE (D OK)",72,"D"
"THOMAS (D OK)",72,"D"
"STEIWER (R OR)",72,"R"
"MCNARY (R OR)",72,"R"
"REED (R PA)",72,"R"
"DAVIS (R PA)",72,"R"
"HEBERT (R RI)",72,"R"
"METCALF (R RI)",72,"R"
"SMITH (D SC)",72,"D"
"BYRNES (D SC)",72,"D"
"BULOW (D SD)",72,"D"
"NORBECK (R SD)",72,"R"
"HULL (D TN)",72,"D"
"MCKELLAR (D TN)",72,"D"
"SHEPPARD (D TX)",72,"D"
"CONNALLY (D TX)",72,"D"
"SMOOT (R UT)",72,"R"
"KING (D UT)",72,"D"
"DALE (R VT)",72,"R"
"PARTRIDGE (R VT)",72,"R"
"AUSTIN (R VT)",72,"R"
"SWANSON (D VA)",72,"D"
"GLASS (D VA)",72,"D"
"DILL (D WA)",72,"D"
"JONES (R WA)",72,"R"
"GRAMMER (R WA)",72,"R"
"HATFIELD (R WV)",72,"R"
"NEELY (D WV)",72,"D"
"LAFOLLETTE (R WI)",72,"R"
"BLAINE (R WI)",72,"R"
"CAREY (R WY)",72,"R"
"KENDRICK (D WY)",72,"D"
"BANKHEAD (D AL)",73,"D"
"BLACK (D AL)",73,"D"
"ASHURST (D AZ)",73,"D"
"HAYDEN (D AZ)",73,"D"
"ROBINSON (D AR)",73,"D"
"CARAWAY (D AR)",73,"D"
"JOHNSON (R CA)",73,"R"
"MCADOO (D CA)",73,"D"
"COSTIGAN (D CO)",73,"D"
"ADAMS (D CO)",73,"D"
"LONERGAN (D CT)",73,"D"
"WALCOTT (R CT)",73,"R"
"TOWNSEND (R DE)",73,"R"
"HASTINGS (R DE)",73,"R"
"TRAMMELL (D FL)",73,"D"
"FLETCHER (D FL)",73,"D"
"GEORGE (D GA)",73,"D"
"RUSSELL (D GA)",73,"D"
"BORAH (R ID)",73,"R"
"POPE (D ID)",73,"D"
"DIETERICH (D IL)",73,"D"
"LEWIS (D IL)",73,"D"
"ROBINSON (R IN)",73,"R"
"VAN (D IN)",73,"D"
"DICKINSON (R IA)",73,"R"
"MURPHY (D IA)",73,"D"
"CAPPER (R KS)",73,"R"
"MCGILL (D KS)",73,"D"
"BARKLEY (D KY)",73,"D"
"LOGAN (D KY)",73,"D"
"LONG (D LA)",73,"D"
"OVERTON (D LA)",73,"D"
"HALE (R ME)",73,"R"
"WHITE (R ME)",73,"R"
"GOLDSBOROUG (R MD)",73,"R"
"TYDINGS (D MD)",73,"D"
"COOLIDGE (D MA)",73,"D"
"WALSH (D MA)",73,"D"
"COUZENS (R MI)",73,"R"
"VANDENBERG (R MI)",73,"R"
"SCHALL (R MN)",73,"R"
"SHIPSTEAD (Farmer-Labor MN)",73,"Farmer"
"STEPHENS (D MS)",73,"D"
"HARRISON (D MS)",73,"D"
"PATTERSON (R MO)",73,"R"
"CLARK (D MO)",73,"D"
"WHEELER (D MT)",73,"D"
"ERICKSON (D MT)",73,"D"
"MURRAY (D MT)",73,"D"
"WALSH (D MT)",73,"D"
"NORRIS (R NE)",73,"R"
"HOWELL (R NE)",73,"R"
"THOMPSON (D NE)",73,"D"
"MCCARRAN (D NV)",73,"D"
"PITTMAN (D NV)",73,"D"
"BROWN (D NH)",73,"D"
"KEYES (R NH)",73,"R"
"KEAN (R NJ)",73,"R"
"BARBOUR (R NJ)",73,"R"
"CUTTING (R NM)",73,"R"
"BRATTON (D NM)",73,"D"
"HATCH (D NM)",73,"D"
"WAGNER (D NY)",73,"D"
"COPELAND (D NY)",73,"D"
"BAILEY (D NC)",73,"D"
"REYNOLDS (D NC)",73,"D"
"NYE (R ND)",73,"R"
"FRAZIER (R ND)",73,"R"
"BULKLEY (D OH)",73,"D"
"FESS (R OH)",73,"R"
"THOMAS (D OK)",73,"D"
"GORE (D OK)",73,"D"
"MCNARY (R OR)",73,"R"
"STEIWER (R OR)",73,"R"
"REED (R PA)",73,"R"
"DAVIS (R PA)",73,"R"
